from,to
806,7844
7971,5014
567,6626
9167,2806
7797,9629
6928,9265
241,6448
3356,1795
6609,1634
9527,9886
5109,3355
1874,299
1064,7104
5149,5470
9298,1694
2525,948
2954,4256
8121,3340
6521,844
5246,2319
4554,6144
6803,141
2141,8292
8087,5877
251,6140
821,6129
483,5357
2777,2924
5251,5625
1597,7825
338,6633
5357,1825
938,2262
5529,832
7140,2451
8712,285
7084,9371
6840,8877
6707,2834
660,5922
578,5483
1807,4973
9356,4582
1485,1133
733,5219
1121,3794
8319,6664
977,3747
3403,7498
8294,344
6652,7755
6383,8229
95,1073
9716,1204
774,5071
5528,9854
9916,6786
7416,6981
7988,762
1217,9697
5482,4995
9550,6405
3995,7679
5550,4989
4528,7921
580,6519
2068,7209
2456,2907
4295,6135
2699,3448
140,7134
5576,1612
9533,86
7445,8159
7454,5822
1209,9933
3775,4444
6072,862
6554,1666
6745,9300
1869,2335
4408,2880
9074,943
4536,2754
7705,6833
3744,4459
9943,6227
7670,6448
3479,1067
1002,9037
7263,4164
8857,4324
5822,2259
2353,4417
5554,3382
356,9771
6118,2600
6934,2217
7752,7315
2753,4446
2712,7122
7464,2594
1980,3794
4056,5247
8912,9893
9242,8101
4059,3106
9509,4058
7582,5132
5408,1378
4597,6589
5573,5606
8384,1903
5857,3844
3499,3575
7576,2211
3272,399
4678,3201
8191,2335
9648,4540
4844,8087
5257,5705
1958,6475
1264,228
1744,6218
9415,5892
8200,7789
702,2538
7629,4825
6542,3222
7646,6849
2466,86
7726,668
7503,6685
7427,6158
8820,6491
5613,9877
1308,2078
4452,5779
4720,3349
3370,5474
1162,1629
3103,2089
7413,7898
228,5354
1984,3988
5159,5476
8865,6795
1885,956
8838,5320
3933,5060
3622,2689
1849,9701
9559,5128
7816,9822
6776,8306
6703,2488
5518,4767
9246,6693
3677,8523
486,4805
3548,9504
7448,1477
6171,8165
7737,5140
3744,5111
3569,7603
428,5202
5203,3225
5565,4091
1623,9184
1276,446
5811,3631
2631,2000
4120,9237
6169,1424
9641,7823
8069,8719
6854,2566
3906,408
7830,7832
2512,8157
6339,1793
7193,6032
3407,70
5394,155
5221,9277
1824,7101
7227,5612
5160,9138
563,1853
9487,8237
5952,7211
8560,1540
5301,3405
7932,5401
7977,1451
1979,3840
3015,7105
4672,1953
6274,5455
9019,6700
1446,1786
9673,7428
6409,6051
6294,3914
9681,4674
5762,2439
6783,5087
336,1221
8264,2748
8987,5067
229,3938
5828,8627
4416,3095
6247,1385
3903,5305
988,4626
9821,7386
4601,502
7155,1143
2388,7372
3574,4247
5685,9393
26,9341
6282,6261
213,5369
677,5874
5118,129
2192,105
5732,8423
6417,8539
8538,3112
2904,4593
4288,9681
53,8904
9421,6013
982,7820
4136,6671
750,3760
1974,4409
114,8376
9822,7991
1549,2563
7689,2827
4835,9768
4309,2806
9666,7723
4040,9311
7652,3404
5953,8531
4913,7037
3610,5801
610,4190
6105,6592
7840,2439
8310,4776
4315,6465
3144,4586
1206,3617
8328,6597
688,9890
6263,9382
9757,4910
891,7827
6371,953
2948,5540
5761,4938
8813,8366
3273,5606
9983,6574
575,282
1423,5486
7961,7461
1959,8391
1462,689
1985,4899
27,2812
8320,3661
8584,407
8825,7016
3530,9546
3679,4344
7785,2097
8461,561
609,8600
7307,7483
1935,8766
5428,8911
1793,5881
8190,5040
3280,7878
5704,8184
2185,8091
1986,6526
8150,5147
3094,3185
4748,1908
5156,4004
5102,7849
6139,3414
4478,3111
5668,7628
8355,5415
5752,5950
9655,4847
9042,5259
1463,6724
6431,4393
2014,3681
7682,9229
219,7133
6596,8515
6366,5211
9449,8139
4322,5411
5309,8992
8532,1801
6333,2902
8625,6311
2658,2543
6238,4060
1847,7723
5265,4832
9852,4874
1885,1475
3908,4334
987,4337
9305,2498
467,4724
3328,4337
6714,3318
6486,1716
3269,4368
9593,9196
7900,5716
3091,4136
1194,5460
4097,4179
6609,1838
4083,3774
9978,9572
1644,4054
7066,3036
4360,5889
2592,8897
9549,4842
8891,7795
4538,1222
3016,4242
973,5954
2056,6882
945,5579
9552,1371
8724,1098
4235,1024
9798,5434
3978,4314
3101,9943
1900,3665
1590,8309
8552,8662
1590,4810
6807,7120
878,6153
2735,7697
8797,5516
7033,9156
1183,6285
7556,9525
6323,865
8291,1804
4283,4433
9297,4584
2876,3767
7141,4821
2166,4577
1104,7225
701,9957
1811,2336
7525,450
4062,9810
8972,3726
4995,750
4946,3393
6697,1254
6276,4109
2605,550
8389,2697
946,7634
8861,5945
3513,7355
7980,9291
8556,413
1959,9072
4,3592
6883,2196
6586,953
5728,4444
4538,6981
2300,6668
8580,3985
3993,8739
109,7825
3640,8307
8994,4475
2036,704
412,8631
1212,5669
3231,3062
2632,4973
1068,3787
1757,6037
8343,2954
3083,7083
3123,4044
3267,7762
7976,7852
8694,230
8647,6673
8729,4214
1188,2200
485,4227
3922,398
4154,8867
9981,9479
2244,7762
7457,2302
3654,7206
4392,4857
1458,3582
4496,8391
8122,3910
4954,121
1089,7561
6415,2715
8859,9460
7533,7758
9587,3139
4511,7763
3691,42
6443,2773
494,4498
469,5220
9570,5486
833,4698
9609,2057
5638,2459
4342,5998
8718,4686
6172,4178
2249,9890
4354,6658
6497,1359
9139,6949
5976,6379
626,2990
8749,6373
3099,3057
1278,4689
7061,9823
7847,8176
7923,2592
4105,6940
938,1051
8758,1261
6620,4597
3657,8011
483,7524
1282,7696
7593,7182
287,6953
9076,8835
8982,761
8319,2547
4126,3834
7795,3822
3710,6049
8934,519
9485,1292
9434,6404
4201,7755
613,9556
4419,8665
1952,3709
567,9493
6873,8561
6521,801
2596,588
6331,8886
5054,7645
3659,4450
8449,142
9593,4767
4724,6562
7959,9729
4938,7339
2089,5052
2955,8709
3451,2928
8495,2050
2002,6162
6070,6082
3802,968
5781,4814
7151,3008
8796,6097
7256,4846
4675,9285
749,7728
6833,7990
6377,5567
2095,996
8458,500
4961,6442
4997,2021
7956,518
2887,9387
3958,5893
215,4257
1662,9516
8855,5755
1036,7317
5832,464
9707,1876
4013,582
7779,5685
5928,8345
2891,9173
2129,167
5196,649
1158,7883
2353,4126
9019,2868
4843,3006
2898,9777
4688,4668
822,731
4771,5900
7073,5471
9567,9938
750,8102
8589,597
2489,2835
293,8320
2914,617
1552,2741
3856,3047
4028,8830
4482,9808
9721,113
6944,283
4801,8831
9953,7460
629,10
3478,2653
8434,7057
9763,645
5250,9497
2910,1762
7374,6553
4432,8638
5937,4386
9960,8796
3000,5257
8543,8341
2534,9459
1830,851
3572,2204
6203,5754
6390,4563
6363,4286
2504,1190
3761,1093
5767,3893
5420,9593
396,7046
9583,9545
9619,2660
5026,8718
9002,5972
3622,1046
772,6887
7462,5886
2366,6565
3449,5360
1721,4812
5748,7670
3894,9076
3211,8826
1536,6494
296,861
3858,5721
9684,7088
921,6512
8435,7970
7428,9859
5773,2278
2137,5296
598,4272
8801,703
462,5980
1715,2839
3364,3386
6670,7872
6326,8634
7568,9750
9364,9553
2068,3318
723,2869
1000,1640
669,7931
1724,9098
4341,9722
1895,6501
2632,5691
4419,173
1679,4320
2936,9994
5201,1054
9415,7454
7382,296
556,8435
3894,4921
6471,1074
9759,7246
5620,8450
4693,9278
1574,3260
4276,9158
4530,5319
5058,4149
7943,2404
9024,1649
5564,8584
1758,5925
7074,9937
1294,4056
8617,6999
5776,2826
2190,2529
3853,3517
4881,4897
7840,4094
7524,8701
2078,4399
560,3963
6294,2530
562,6136
6356,2723
6163,5733
5951,2979
9349,7166
866,8525
5224,9080
1816,4439
6557,8823
8192,8999
18,2281
5776,863
2236,3315
1686,3959
1283,293
6186,4613
9639,1740
2015,6283
4784,2165
3320,93
2963,5417
423,6365
6592,2857
1185,5077
5224,4839
4989,9392
4380,526
2523,4982
1937,9280
7665,3970
3296,6490
4576,8818
8906,1285
8710,571
9048,6668
7181,2230
4112,3477
3057,6858
6068,1135
6926,3911
5668,598
7927,5436
7011,9237
7139,8502
5320,2936
9138,4998
939,1597
7550,3998
4383,5831
8797,9352
8911,4543
7842,2130
6561,5239
1427,8153
4551,3628
9685,7585
4500,664
2787,4751
3115,2576
7278,6212
9939,5489
5742,2390
6616,3538
9639,732
8667,8822
3127,7669
1113,4560
411,5542
6264,4851
6769,6399
5358,1397
1961,9176
3244,3520
1860,8669
4424,8293
1294,5539
1464,5293
4201,4182
6346,2301
8159,9008
817,1301
824,6216
793,5317
1260,3893
5419,5308
1456,9006
5917,3359
813,6463
625,8835
3599,3306
8205,2327
8041,5623
555,9216
5973,1593
3318,3410
9865,7887
9205,520
9926,852
8068,1857
8489,9748
4670,4199
708,6699
3911,2237
8391,2971
1430,9284
6056,4809
6175,1082
9938,4549
2462,48
7545,6261
3712,7286
7163,2493
9147,6597
8002,3564
4607,872
4695,9574
1220,3960
3264,634
5794,8131
4682,7247
2831,7560
146,1424
6770,9538
9004,464
1559,7567
4231,5340
8892,8763
3672,3804
1608,3630
9058,5750
9755,1582
88,8479
4161,6322
3913,5470
7856,3157
6074,448
7280,8755
1169,3505
6122,3123
7117,8973
473,8497
3235,9011
2573,5207
4068,4019
7503,3335
4186,8468
5599,7896
2513,3204
9353,7754
514,5757
6022,9367
3563,6752
158,1705
8394,5761
4411,2850
3000,8063
2264,8108
3746,5726
7881,2205
5987,7411
500,9494
1070,3131
6285,8136
4166,4249
8816,2740
992,2858
5495,8558
288,2902
3052,9229
6545,6501
1864,561
5073,6603
857,6225
8984,6210
2210,433
4313,3122
7180,6797
8192,4704
7098,1460
5084,848
9547,3459
5766,6008
1017,4412
7903,3267
5438,8276
8057,991
1766,2854
5627,8484
5455,4087
5416,9792
5629,4695
2121,5332
4746,4976
4375,9797
7802,4543
2645,9679
9805,9196
9209,4861
9550,4775
5915,1469
9289,3553
5350,2644
3241,5108
44,2222
9566,2768
1911,7743
2493,483
361,9819
5282,981
9237,927
321,8605
7718,874
8218,8371
5725,747
7355,5314
6088,1048
3839,9177
7646,7496
8340,6079
39,7966
1179,6097
1720,5154
4712,5546
8780,1566
137,5613
3582,4850
8803,2242
4932,8708
487,5019
1077,1191
1252,4257
7242,9031
7878,7456
2258,8271
3373,4364
1824,87
3208,8798
6975,8061
3888,5199
2758,622
977,1743
7063,4225
9555,6354
657,5137
4439,1417
229,437
9677,7577
5925,7742
3138,3929
6792,5388
9126,4477
3835,5165
7675,5466
610,5603
5802,3589
1516,8897
8272,5213
355,3362
2422,8402
5938,6934
9726,2448
2322,3225
4409,2540
6669,6674
6021,4953
3108,5797
1684,1288
9500,5685
6504,1258
9970,5402
9306,6946
9392,9931
1722,972
4615,6472
3792,4421
4428,7558
4241,709
4736,935
9261,4416
1639,838
5029,7892
9481,8621
7547,287
3911,3715
7937,449
2198,4100
3091,7242
9447,5806
129,2720
6263,8118
229,7534
673,9110
4227,4172
1714,8275
7677,8839
5397,2830
7462,4798
2652,5111
6766,9992
7424,8281
9580,1429
9664,3831
4043,4319
2021,2465
4043,1548
934,1586
6440,9635
1655,5240
168,3769
9244,8689
6349,39
1772,3135
3578,7754
4545,7176
5666,7350
8699,9341
6109,503
9876,6549
9812,4662
4542,6053
3243,3509
57,6862
8334,2391
1377,3203
3668,9887
5443,9365
5040,2963
8544,6973
1927,8652
1450,8453
4876,1629
9132,4371
9958,3774
5319,8883
5811,516
3718,9184
2534,3342
2003,1823
4187,4943
6002,4281
9163,6899
4491,9554
1484,2079
9765,9258
8352,634
4366,8416
8013,1442
6727,5198
7629,8892
1532,2021
7243,6588
5330,5654
9678,3613
6808,3161
1715,8349
1104,5118
2162,7544
1479,5790
4371,5968
3072,701
4537,4774
8143,3630
4620,119
9600,3938
2613,6646
1480,3183
3794,2514
9924,9657
5161,6355
4526,5920
1369,9303
9453,1894
9485,9939
9052,2171
4122,7640
1923,6599
4695,3156
3553,5683
2796,8818
3388,4452
5698,2431
5327,2005
4762,9258
6241,3344
9626,2839
9846,5480
8499,2479
5519,934
7918,3496
3069,2959
7972,5245
8371,3134
8013,7066
9113,1667
1744,5270
3821,3031
6489,7548
7444,8507
3208,1272
5005,1692
438,1243
3191,2741
5123,2155
1321,8514
8523,3819
7359,8604
3095,6610
5221,1765
6799,7914
2171,530
9309,9319
4968,4608
2301,6737
2603,8804
4320,832
1389,7491
9440,5284
8882,3515
7054,6110
2767,4396
167,5567
9381,8423
2021,5115
2363,7473
4721,5176
5290,899
2119,4105
6289,6306
34,1074
8329,9574
3478,8135
7843,4585
908,5221
734,3006
4279,1501
4516,9035
8838,776
6740,3188
4339,4940
9802,4293
5336,9770
3530,9500
2737,384
2653,3809
1900,9682
82,7555
5965,9792
1957,3921
4222,6164
1068,7201
1156,5722
8030,6384
9709,5964
9071,4359
7989,9273
3911,6454
1655,8082
6336,5504
6464,2033
3166,2370
1296,3285
5433,6049
6378,6862
1973,4223
3083,2530
2563,1114
3639,186
976,3089
510,7389
8203,7700
2238,1670
9556,5863
5058,3204
1952,1826
8921,2798
2025,4280
2529,3873
8242,4562
7793,9527
3689,3704
8630,6854
4597,9467
1605,34
1582,4226
4016,640
9099,7310
8500,7672
743,2492
2542,2357
6573,9655
3277,6941
1827,5448
6227,2424
1011,2747
6982,1039
3123,863
8163,6754
406,5993
8338,2165
3404,822
6292,4728
6244,2027
1881,3090
1842,6650
9662,2329
5084,5332
6387,8417
6190,1269
7659,9231
7101,8432
6812,1272
3401,1864
8583,5307
4283,3417
4161,23
6926,6641
4192,2266
1882,1550
6930,8088
2747,1316
8166,1236
3696,3291
5502,9486
3904,3363
1548,5929
8567,4405
9977,3207
1053,8760
6500,6756
1464,3805
6296,6012
7928,2279
8487,1450
3216,1162
6818,638
1780,3663
7562,1817
7134,6769
6593,7736
5211,2903
7226,3643
1010,1182
847,9697
6405,7939
2945,4802
7936,9610
8393,536
9854,1229
3661,7771
5114,1589
495,5768
9011,3934
2191,7405
7465,8090
6097,4420
3957,6564
5689,6617
4053,2175
5139,4233
6212,6715
2031,8937
4823,612
3465,2192
1316,5015
2279,8482
958,9457
8555,1482
7323,7157
472,4148
3958,7786
6834,1204
6592,959
6862,6422
1666,9308
280,243
5789,9206
6116,1596
930,2367
8380,7543
2878,1240
4247,8547
5213,5475
8971,8585
9296,329
9657,3889
3768,2357
9239,3646
9746,3339
780,7063
4333,6569
9124,6963
7990,8584
3026,5936
6085,7854
8101,2864
5456,4356
7139,2993
6989,2271
8835,6360
7253,5261
5463,1545
6228,8030
5014,2261
1005,5245
2503,8080
9323,6713
5305,8429
722,9428
9776,8201
883,4279
8793,8049
6110,3936
3039,753
8018,2777
9606,4858
5600,4070
9093,7727
5262,3291
3249,1133
2727,663
3652,8420
1023,1314
2764,934
7669,5646
9295,3418
6417,4956
5132,6381
2748,9183
2926,5847
7967,5573
2842,3861
8084,5863
2663,3160
9993,2814
3565,4122
8243,9840
501,1960
2094,2198
6913,9008
1202,3899
5,1096
4866,8931
8370,5401
7166,9189
2996,54
3241,647
369,1277
6405,1477
2961,4568
5369,5581
8077,5088
1092,8537
3168,9328
7260,2586
3739,5281
3087,2590
7461,4247
4539,7566
8607,2695
8761,1319
9461,99
1347,4003
4128,8212
8342,3058
2792,5187
2611,3578
9559,1940
5712,4713
2297,9487
9932,9618
431,7100
1839,12
5315,298
3199,1699
6870,5613
7519,1560
5285,98
8754,9036
330,5247
8173,8997
8767,4988
6155,1850
7357,5640
7498,3473
2243,9386
1474,1986
2993,9733
2470,4408
9988,742
3955,1988
5996,2253
3093,9485
7161,6630
6073,2296
4229,9027
3773,1807
8442,8104
5956,1025
5044,2226
1622,4727
6353,1732
7635,7198
6453,4576
3832,486
8427,7135
5786,6182
3077,8141
9632,4233
1716,6372
8621,2233
3795,7347
3306,6902
4030,9146
6978,8483
4064,3301
1223,190
2394,7059
2339,3946
5583,4753
1865,555
2284,1496
7577,3357
1653,7824
2914,513
1147,4463
6065,580
3065,4563
9672,3374
5326,9431
9707,9172
2629,1429
1651,9435
2767,2025
9589,5866
9970,3021
4221,5754
7883,1046
5844,5885
1824,3098
2432,3864
5248,8269
8394,2254
7099,9143
8875,3898
8398,3987
1360,4248
7094,5766
9485,577
294,1322
8958,9586
4324,2599
8904,968
6253,8285
9613,4730
8345,6160
6591,6882
8281,4576
3676,9513
4845,9651
3447,990
9842,1041
9080,6659
2104,829
7609,9317
674,1099
7425,4037
6647,3826
6990,1720
4357,1888
2651,8823
9221,4788
6625,932
9657,9356
6730,1258
9026,4763
8160,7231
1263,2423
4756,3481
9695,5500
9659,730
7799,6928
8451,4185
7999,5636
307,3806
2871,6468
6480,4250
4296,9756
8108,8001
4869,2038
7704,4565
4879,772
5130,9824
9448,9142
9003,3565
687,9641
3223,2932
9274,7885
5639,4128
1074,2849
9547,7615
8680,444
9808,1029
7861,8859
8338,7229
7408,1266
8859,2302
1320,8657
4042,9125
289,6949
3246,3701
572,3767
5121,7272
318,9637
3506,8272
1298,4635
9226,1534
7563,78
5105,3358
5730,1285
7929,9565
2814,5300
439,4873
961,1222
7170,5283
2990,4358
20,4547
4985,8090
2733,9449
5175,125
1079,5515
8517,7863
9301,1936
4436,4315
6164,5687
2929,5902
9907,9925
5603,255
7327,4393
2686,2631
471,4126
6260,6061
3135,7916
3195,982
8351,6219
2314,8712
7195,3270
1196,9850
5518,2248
7303,4042
7423,6725
6551,3530
5718,4775
9140,9208
3032,8404
1058,5304
4061,7640
4662,2592
1587,5589
1302,8687
3099,323
6185,6987
385,5573
6750,5047
8314,2122
6057,9309
9542,5757
1112,9485
7108,6282
5683,7506
2693,8716
4770,3677
7688,3704
3432,6993
1461,1360
3325,7978
8598,1941
5610,5866
5054,1708
4254,1138
1261,1227
6877,3801
7804,401
7,1052
6547,9167
9383,6114
2475,8983
2866,6267
6669,7567
8863,3284
9800,850
9430,3834
7122,2835
6833,8809
6710,5407
5167,2719
1708,5022
9591,9042
5846,1286
4890,4282
6,2252
9441,4812
3389,6455
2581,7300
8222,6371
7150,8415
6481,4671
9203,8178
7748,4324
2256,8635
2668,6450
8342,5330
4617,8680
6988,1243
311,8159
1139,187
9089,8244
7175,723
8800,577
9681,6782
976,8935
7865,6692
5220,3002
7481,4456
6528,4409
9389,5045
7220,9064
6551,4239
489,5692
1679,2617
3668,3858
439,9571
1063,908
8652,5757
4599,4953
8520,4460
1224,6816
5077,7831
3652,9753
6300,7984
8874,4024
5467,6554
5923,967
7301,59
6353,2990
5860,6959
5120,4178
8377,5238
8238,6839
1220,6667
8471,1555
2719,6002
3288,5233
3908,8430
2421,8255
6559,6604
1511,7973
9455,5023
3405,6497
4358,873
5427,6035
5791,4290
2512,3842
9279,6488
1465,3674
6564,8628
3587,5603
1098,3076
3942,7839
9340,7867
4285,6543
1224,3473
6633,6866
8907,4600
8533,9452
9900,252
9045,415
3765,1654
9495,2968
2411,8414
9596,9384
6703,4938
7872,1741
1516,103
8100,2429
7745,5874
1405,4047
1065,9204
1989,6342
4213,5016
400,8250
908,970
4409,3540
9385,8382
5578,2198
1650,8762
3755,1525
2057,370
9457,885
795,6798
2344,7663
533,889
651,1633
999,8968
8576,3746
3105,7540
6945,1616
9018,7303
7317,7320
95,7519
8733,9410
4072,9730
5802,7574
7734,4175
6763,7551
777,7388
4180,2618
9854,5474
8155,5770
7077,3425
7084,7516
9841,7984
6413,1186
4601,2901
843,7279
8315,765
755,2254
4448,1785
5389,8047
251,2262
3010,4078
4123,4679
3598,9105
735,5361
8224,511
6905,5555
6431,4968
4667,9663
4151,1924
7022,5625
8865,2652
1474,1468
5312,3215
7856,8771
1895,1522
4235,9035
5353,872
8948,7138
6968,1417
813,6379
9631,8178
7061,4018
91,8184
1586,6118
7524,3114
4525,8760
3785,1171
6759,6543
2393,5097
7370,8821
8734,2453
9434,161
3860,7183
3194,9073
2984,7893
8394,4996
3547,9768
1118,5122
1942,8323
9115,9193
1831,5272
8538,949
7337,6585
5247,3738
8962,8896
9747,8177
8886,6412
4317,5949
7816,9672
4191,5593
1073,8969
7980,5936
8857,3924
200,4152
5186,9898
9352,651
6101,4930
8553,884
868,865
1564,4179
9662,6824
5374,957
8209,6233
662,9299
9289,9751
5256,5244
1846,4474
2359,3282
1005,4812
7783,6118
917,5251
975,785
9761,2635
2237,4105
717,1040
1172,2956
2098,3940
4321,3580
1876,8307
1228,6966
9306,7761
1129,7440
4493,2683
9453,8783
9033,4915
7038,8578
7874,5346
9604,5279
6608,9769
7067,6568
250,5176
4938,6890
6497,7642
1246,6081
5747,2587
3808,2699
480,2280
3141,5672
9977,4161
9396,7162
6164,4845
530,3055
8188,4394
2089,2584
2358,6686
839,7494
6030,2992
4979,1152
7247,5069
4522,7155
6402,2631
2968,3686
1294,864
4994,7400
1054,7359
3519,521
6800,4557
695,3938
9865,9055
2772,6849
4902,6032
8293,869
781,8442
6978,1299
2594,1760
1641,9715
2469,8539
7223,2394
7785,8623
5682,8788
5392,9002
2755,7037
721,7800
9969,1389
7004,9574
824,542
8148,2913
1081,699
4011,6810
3643,8759
9723,120
4111,4790
5552,6266
5649,1980
2292,8216
6554,7056
3746,1636
9842,2285
4524,2691
6163,1861
408,5490
3337,1554
8565,2950
3846,3147
363,1076
6530,4303
1665,8314
4175,9457
2328,7960
7370,4128
6900,9455
8222,4977
3946,4212
4338,8619
5781,7152
5731,1551
1347,583
6668,9186
8141,1651
9185,9721
6579,205
4412,8752
3221,8840
2910,4166
2719,7850
6695,5049
8540,6807
4433,5561
8987,763
1687,5292
8095,9668
5923,6638
4880,6986
8116,2850
8975,7196
478,3577
4294,6457
9195,8013
2366,4023
4480,6699
2890,1859
3019,6748
9601,8262
264,3614
1881,3759
5907,5699
8751,7731
4839,4710
7155,287
8565,3173
6175,5493
3601,2527
6984,2986
1910,3468
7966,4699
8377,1043
1486,3591
9083,3612
8438,7502
5511,9235
2728,8516
6220,7237
8328,1345
3893,1899
5104,1912
9108,6768
4274,4866
9213,1392
4509,7767
1774,3983
1081,5000
1340,6547
3517,4171
7641,5214
5392,2980
514,3596
9964,3085
8485,1942
8318,6242
6528,2273
922,3579
9571,5286
6412,439
6759,1055
1801,5777
8041,6922
3540,9394
2671,2813
8316,7507
5547,9846
8707,2060
5421,8558
1001,6382
9378,9610
4231,2154
9227,6460
5303,3484
7257,1661
9744,8967
2563,1455
9744,5886
7626,9027
1971,8524
1108,4998
1616,3873
1780,4392
418,9354
939,315
7859,156
5512,5476
7764,4316
8779,769
8282,9966
4183,759
8211,9720
581,8582
9254,1410
9157,9803
8041,5548
5104,2019
1563,9052
57,2103
4161,6482
769,7832
7854,9066
2586,376
1644,9214
5603,6483
3303,8805
5234,4392
3416,2284
8193,8920
3904,4415
3759,6681
7930,9381
1014,3399
8051,1653
3629,2120
3637,4264
2691,8954
2799,8252
1244,4396
1760,6258
7673,2230
6194,7046
3055,741
9092,7593
58,8967
9392,3708
2251,6319
8955,6682
7388,1734
2330,2482
1956,4318
8530,9856
517,6708
9608,4551
2147,7714
1031,9118
623,5838
63,4100
6674,1906
8267,4929
1605,2088
3451,1146
2605,3090
3408,9808
820,3796
3462,198
2274,5775
3915,9150
8347,6938
3070,9663
9377,3999
563,2164
2106,4543
3346,3972
5805,4803
3199,2281
5990,432
8821,7055
4889,1958
6972,7148
2499,8197
4362,5366
4796,7148
8757,6821
8264,4368
21,614
1436,1814
6184,4681
1390,8333
8240,4633
5366,187
7895,8085
5281,1602
2194,8559
932,2990
8003,6720
9837,8862
9961,6341
7396,7980
8963,6107
9649,8107
4865,2179
6920,1404
5931,6545
8607,9069
4171,1351
8368,687
4325,9833
2281,8386
823,8765
529,2159
6795,7569
6213,9777
1321,712
4065,17
3049,7298
3562,6525
5431,8471
9415,4901
2895,3552
4784,4369
1656,8115
4431,3058
7709,5145
8595,7012
9558,3469
7908,124
2053,1715
7569,1780
6573,6818
1636,2288
6957,7599
7927,6988
9353,24
47,8260
3497,3274
4230,111
8363,2880
2216,4169
6196,6057
4964,5628
1908,8707
1090,10
6424,7546
9683,3322
2152,1767
7843,8668
3360,7127
8731,7787
8092,9225
9107,2158
4893,8675
405,7690
2984,98
1934,9320
4318,3756
2429,494
5302,3941
5021,461
2997,2825
9856,695
992,7644
3873,8954
9,4380
955,8446
6885,3935
5336,3543
5918,8735
6849,1654
2132,2478
8133,642
8142,3144
4965,8751
8350,2564
2331,393
739,4678
8203,6703
7352,4212
4594,8094
3497,563
7531,6825
5030,8525
8881,866
2576,9537
7134,3048
1393,5560
3633,668
2184,8655
5502,7010
8802,2518
5024,9969
8196,9060
522,2310
7668,5348
9771,4204
1255,1616
7903,5536
4005,392
4610,4436
1657,5887
2575,4066
2244,5043
1719,1258
9089,4375
3549,7466
9028,6926
9199,1386
3420,2742
1023,6049
8039,6431
9167,151
2485,5447
9210,4215
4964,3891
2751,5856
3482,8107
8841,6538
2050,8819
1370,6064
2013,2834
4326,4429
9242,4017
1787,8711
5824,3025
5567,2627
1383,1817
7826,5939
9207,4987
3426,6515
3129,4338
8941,6364
7257,5595
9632,2658
7341,1756
5342,4577
8703,7973
7725,127
9318,6130
2891,8349
4243,2538
4766,9295
6759,695
4296,9126
8962,2930
4409,2135
8038,3898
9838,3178
5546,145
5480,4144
8298,1540
3992,7009
1116,7732
3254,4578
2942,6117
9312,9504
4106,1891
1231,2363
2699,60
5382,8610
7610,399
6324,2631
8673,7534
2617,1230
7824,7922
7732,3511
9214,6316
3707,9942
4023,6339
9396,5691
7524,1071
864,9859
8233,1889
2232,2411
4727,797
4783,8476
146,9061
1974,7671
2812,3683
2847,4669
5744,1074
3322,7548
9339,8938
2971,7266
7269,3398
6252,5183
8206,740
7054,1131
9443,1832
955,4113
3231,877
4615,4263
1614,1897
9925,6955
317,3100
726,7387
301,9877
7292,8321
5943,1121
3036,4601
4313,2673
1650,6609
5998,3270
1134,908
9372,7372
8589,5714
5399,6000
3523,6456
7923,9040
3987,7047
519,3245
9345,5212
8828,9119
2462,1788
5172,4198
691,4545
1720,6856
7833,3685
7178,2812
6165,1529
3817,2577
6081,1347
8451,5851
7669,9235
7573,5100
7157,4000
4605,155
2244,9699
2129,8532
3334,7583
8648,5324
8467,9852
8582,1086
9735,8959
8581,4567
9510,4311
6046,9787
1997,9223
8007,3074
212,1851
583,6978
5215,761
9285,7481
2068,7365
7791,3000
646,5600
8806,6503
5056,9342
4053,9625
6654,9123
627,7117
2053,1882
9342,4621
6531,7394
8440,5031
8113,8917
5630,1398
53,4021
3682,6668
9443,2277
9050,5054
9364,3618
1857,6492
1407,797
2252,1403
8227,7974
1655,4897
1255,4789
1166,8653
7032,8904
3896,7600
3794,9669
8029,8332
1850,2330
3864,5367
8375,6793
7127,1484
7185,7257
5727,2686
4194,6571
8781,6026
4618,7770
8103,1592
5278,7165
9249,1005
2384,7213
5084,2561
6954,7086
1337,6856
6515,7164
8715,1327
5508,4834
4649,7892
3908,42
9379,3186
5103,2556
2860,6632
7478,5541
9766,8277
1904,2198
2140,323
8079,1141
2824,8781
2045,7749
7093,5133
9140,6205
2622,7350
5085,6839
2421,75
6720,9431
4288,731
9242,806
1086,8874
3245,5082
8072,6941
6753,3827
7906,8241
3672,901
3024,2536
3215,3437
9126,5537
8129,5938
3159,2675
9414,9130
927,5926
3512,1206
2844,5742
4774,1851
4903,2164
849,3901
9441,6995
3459,7433
9176,8892
8224,5408
9241,3383
4901,5228
6815,246
61,1040
1801,7175
3395,7664
9898,631
2257,1449
650,6894
870,2447
3482,4202
6359,8562
7189,3515
460,1212
9985,4376
8251,9050
2197,8349
834,2036
5749,1986
4157,8490
7064,8345
8072,9852
9659,643
7455,9846
3054,6079
4049,3143
1948,608
2850,381
5688,8474
7967,3839
8018,7081
2589,1367
409,4254
6811,9081
6395,9831
6662,2132
9736,4746
5546,755
661,3518
1701,7744
8284,3734
6600,1143
6080,538
4632,6947
5902,51
2369,4711
5951,1747
8009,2667
